n_rpm,fz_mm,ap_mm,ae_mm,vib_x_mean_abs,vib_x_std,vib_x_rms,vib_x_peak,vib_y_mean_abs,vib_y_std,vib_y_rms,vib_y_peak,vib_z_mean_abs,vib_z_std,vib_z_rms,vib_z_peak,Ra_um,harm_1,harm_2,harm_3,harm_4,harm_5,harm_6,harm_7,harm_8
2332.62,0.0788,2.985,4.255,0.33248,0.374062,0.374136,0.608826,0.209504,0.260683,0.260764,0.504312,0.122098,0.149429,0.149453,0.306449,1.4074,1.701753,0.657987,0.333704,0.249819,0.164024,0.147364,0.115695,0.090467
2407.81,0.1014,1.697,2.389,0.17541,0.20373,0.20373,0.388654,0.126553,0.143226,0.143228,0.26843,0.072175,0.081802,0.081804,0.13568,1.0941,1.120349,0.487319,0.27702,0.174609,0.143256,0.094929,0.078137,0.066524
2153.53,0.0959,1.749,2.749,0.182433,0.213288,0.213334,0.34605,0.124905,0.149856,0.149899,0.269776,0.072014,0.085311,0.085313,0.179045,1.1295,1.100026,0.5124,0.293111,0.172967,0.134166,0.101968,0.083418,0.061906
2713.66,0.1083,2.16,2.451,0.247571,0.282009,0.282017,0.462179,0.171871,0.197607,0.197614,0.364499,0.099869,0.112359,0.11236,0.189092,1.1524,1.262612,0.548242,0.308971,0.215444,0.151838,0.117281,0.08938,0.072138
954.87,0.0321,0.671,5.327,0.032763,0.037393,0.037395,0.070974,0.025039,0.027039,0.0271,0.038144,0.013631,0.015276,0.015299,0.022823,0.2154,0.236928,0.087354,0.04435,0.03103,0.027278,0.018898,0.016341,0.012394
946.51,0.0685,1.206,2.943,0.08716,0.107342,0.107386,0.198853,0.069489,0.075676,0.075744,0.117315,0.039029,0.043662,0.043662,0.072958,0.7232,0.719028,0.293357,0.181033,0.107414,0.07712,0.054902,0.049953,0.035368
998.84,0.1024,2.716,5.994,0.448014,0.511703,0.512706,0.920266,0.304444,0.364574,0.364739,0.726017,0.174421,0.209537,0.209749,0.433461,2.5719,2.681509,1.023206,0.686629,0.432485,0.271878,0.211484,0.185849,0.141716
2531.62,0.094,2.967,7.781,0.550411,0.597292,0.597305,0.96271,0.377686,0.418641,0.418647,0.770737,0.211709,0.238429,0.238437,0.441854,2.263,2.660163,0.948856,0.535838,0.381042,0.30396,0.233426,0.175149,0.147777
1781.5,0.0799,2.573,5.092,0.311098,0.354633,0.354664,0.592024,0.207345,0.247724,0.247751,0.398803,0.122927,0.143025,0.143025,0.260792,1.4785,1.612328,0.626624,0.388729,0.243724,0.178652,0.142551,0.098374,0.092727
2080.72,0.0603,2.137,5.376,0.196954,0.230383,0.230383,0.396942,0.133795,0.161085,0.161086,0.344188,0.075576,0.091447,0.091454,0.184155,1.0443,1.214517,0.448032,0.236426,0.170676,0.105072,0.103059,0.083518,0.06205
664.38,0.1205,2.71,1.543,0.290508,0.315788,0.31592,0.491024,0.197374,0.221355,0.221665,0.356942,0.107276,0.125245,0.1258,0.218267,2.0747,1.937843,0.734246,0.474411,0.314172,0.219037,0.159244,0.133353,0.123967
1506.47,0.0696,0.959,3.27,0.077103,0.092393,0.092393,0.182286,0.058073,0.064704,0.064704,0.105848,0.029773,0.037103,0.037103,0.077464,0.6097,0.656448,0.25142,0.142575,0.094422,0.065163,0.05245,0.047245,0.031347
1291.14,0.052,2.125,3.467,0.139547,0.159574,0.15962,0.266763,0.097733,0.111566,0.111595,0.186511,0.051289,0.063074,0.063074,0.134963,0.7306,0.788567,0.308612,0.17771,0.123238,0.083184,0.060136,0.052478,0.037031
2766.08,0.1176,2.528,3.451,0.334711,0.42388,0.423968,0.810907,0.274565,0.296033,0.296099,0.443152,0.154597,0.170157,0.170194,0.262888,1.7311,1.890247,0.775149,0.405898,0.305062,0.21026,0.177058,0.137171,0.110586
1649.81,0.0872,0.764,6.932,0.112684,0.13443,0.13443,0.277224,0.080043,0.094107,0.094107,0.187867,0.044572,0.05379,0.05379,0.08852,0.8505,0.950084,0.359167,0.210894,0.140535,0.093073,0.078966,0.054795,0.045154
641.78,0.1366,1.375,1.842,0.173605,0.200583,0.200959,0.396607,0.124627,0.137964,0.138286,0.257465,0.062342,0.07762,0.077662,0.150703,1.4821,1.623233,0.65335,0.35404,0.245171,0.157467,0.109669,0.095987,0.072943
2725.36,0.1296,1.556,1.529,0.163648,0.190704,0.190706,0.376827,0.117057,0.13379,0.133793,0.256805,0.065329,0.076791,0.076797,0.1469,1.1235,1.267133,0.484826,0.2762,0.190216,0.129644,0.093818,0.073219,0.069733
2910.08,0.0617,1.249,7.663,0.145142,0.164419,0.164435,0.308673,0.104452,0.114411,0.11443,0.197608,0.059389,0.065477,0.065489,0.095762,0.7385,0.827714,0.322228,0.184991,0.136446,0.091149,0.071545,0.059799,0.045977
1692.81,0.101,0.959,4.189,0.136207,0.153026,0.153096,0.256139,0.094685,0.105525,0.105533,0.158615,0.055882,0.061404,0.061437,0.097109,1.0241,1.054016,0.381862,0.217634,0.158179,0.108934,0.081648,0.071378,0.056198
520.12,0.077,0.561,2.95,0.05026,0.057931,0.058094,0.089973,0.035828,0.040867,0.040961,0.073954,0.018211,0.021993,0.022017,0.044015,0.529,0.566168,0.202587,0.116305,0.079553,0.051593,0.040913,0.032413,0.030061
2613.3,0.0575,2.414,4.998,0.210666,0.238178,0.238245,0.377751,0.136429,0.167437,0.167482,0.349984,0.077698,0.095683,0.095698,0.191034,1.0199,1.089881,0.462529,0.283007,0.168895,0.12274,0.093098,0.077515,0.059621
988.09,0.0553,2.576,4.634,0.208304,0.235466,0.235861,0.40157,0.132148,0.16558,0.165695,0.308694,0.076765,0.09406,0.094188,0.17538,0.9979,1.118076,0.443927,0.241745,0.174311,0.125823,0.087871,0.077823,0.058217
1427.63,0.1249,0.906,1.413,0.094396,0.103447,0.103546,0.16587,0.062898,0.072419,0.072433,0.126707,0.036854,0.041722,0.041731,0.063594,0.9983,0.981914,0.368653,0.207649,0.148098,0.112285,0.077299,0.06428,0.050202
590.56,0.0735,1.595,6.669,0.193627,0.231989,0.232022,0.397654,0.136759,0.162482,0.162504,0.331623,0.077095,0.09269,0.092704,0.159856,1.1604,1.154993,0.457887,0.286322,0.159854,0.135713,0.108868,0.081725,0.072987
2512.22,0.0311,0.79,5.96,0.039168,0.045828,0.045835,0.083527,0.029814,0.032337,0.032337,0.052606,0.016113,0.01838,0.018382,0.030503,0.2128,0.232413,0.086668,0.051254,0.033472,0.028183,0.019976,0.016899,0.012861
2449.12,0.1125,1.491,3.989,0.233906,0.257392,0.257422,0.433783,0.165372,0.179503,0.179528,0.282827,0.092522,0.10292,0.102939,0.158336,1.4298,1.393603,0.659928,0.347841,0.224991,0.194418,0.130364,0.102835,0.08695
2758.89,0.1324,1.772,1.636,0.205659,0.229184,0.229209,0.401064,0.141013,0.160525,0.160532,0.296807,0.077095,0.092285,0.092304,0.154686,1.2635,1.233461,0.521212,0.278579,0.222047,0.167526,0.116215,0.093266,0.077304
1772.24,0.1116,1.445,5.454,0.244986,0.290742,0.290742,0.601365,0.168697,0.20342,0.203422,0.352948,0.102094,0.115857,0.115866,0.188736,1.4456,1.603607,0.550855,0.367123,0.239737,0.192087,0.132672,0.097791,0.08089
847.69,0.148,1.479,6.137,0.354651,0.406854,0.407305,0.852962,0.261478,0.295539,0.295545,0.491319,0.142842,0.170075,0.170093,0.344393,2.4904,2.882783,1.008039,0.579384,0.395406,0.301283,0.200836,0.1863,0.146223
1835.69,0.0963,0.956,4.089,0.129796,0.1431,0.14313,0.229791,0.085137,0.100786,0.100814,0.17324,0.047235,0.056699,0.056701,0.100641,0.8737,0.936214,0.373535,0.184894,0.142963,0.095789,0.079467,0.058375,0.042624
2206.43,0.0318,2.443,7.488,0.143712,0.163541,0.163543,0.317441,0.098877,0.11367,0.1137,0.213797,0.050687,0.065153,0.065164,0.122675,0.5279,0.560345,0.227206,0.139672,0.0926,0.071965,0.057031,0.045109,0.035084
2861.86,0.1327,2.028,2.529,0.278574,0.327825,0.327825,0.550605,0.200726,0.230156,0.230158,0.401463,0.114894,0.131679,0.131681,0.229739,1.5478,1.845491,0.662588,0.381311,0.266551,0.183985,0.145137,0.117867,0.091515
2772.12,0.1361,2.413,6.766,0.579115,0.655386,0.655567,1.046926,0.401065,0.456509,0.45658,0.887817,0.216441,0.262641,0.2627,0.509886,2.9794,3.345842,1.247745,0.713114,0.497105,0.344687,0.268384,0.193959,0.171394
2977.8,0.0776,2.244,1.85,0.166546,0.18216,0.182162,0.268449,0.110221,0.126394,0.126404,0.251928,0.063547,0.072808,0.072808,0.120792,0.8911,0.993694,0.402354,0.208563,0.140579,0.113648,0.089499,0.068096,0.052232
1704.82,0.0897,2.753,1.639,0.223966,0.244325,0.24447,0.36754,0.13898,0.168407,0.168416,0.305142,0.078427,0.096646,0.09665,0.207002,1.1147,1.04375,0.49807,0.264071,0.179236,0.147196,0.099979,0.086868,0.06158
2457.32,0.1251,1.653,4.694,0.301852,0.346493,0.346521,0.709826,0.205993,0.238782,0.238782,0.401479,0.120568,0.136789,0.136793,0.236327,1.7807,1.905512,0.736125,0.450788,0.272145,0.222302,0.172286,0.127756,0.108556
2662.27,0.1455,2.346,3.154,0.405279,0.467634,0.467636,0.933233,0.278769,0.326716,0.326727,0.632403,0.166194,0.187188,0.187188,0.310515,2.1572,2.105218,0.952282,0.553946,0.381832,0.26949,0.208906,0.158008,0.129605
839.13,0.0688,2.022,1.913,0.123183,0.151107,0.151124,0.259675,0.092631,0.10435,0.10449,0.197168,0.0488,0.058226,0.058229,0.105756,0.8946,0.941715,0.361604,0.228189,0.153246,0.096515,0.081768,0.062295,0.051093
569.2,0.0918,0.892,3.796,0.108033,0.12509,0.125091,0.238327,0.07848,0.087335,0.087355,0.160037,0.041712,0.047665,0.047793,0.084182,1.0577,1.180678,0.361055,0.255177,0.159105,0.107854,0.082918,0.066341,0.048546
1652.75,0.0432,2.188,3.386,0.117769,0.133365,0.133365,0.230252,0.079832,0.093439,0.093439,0.184321,0.048544,0.05341,0.053411,0.087098,0.5091,0.543213,0.22414,0.124193,0.088895,0.068376,0.048852,0.03485,0.031331
2132.23,0.0883,2.855,5.758,0.410914,0.466919,0.467,0.94022,0.284501,0.322975,0.322977,0.560274,0.160718,0.184525,0.184528,0.332748,1.8684,2.051947,0.914175,0.444708,0.385347,0.233229,0.178854,0.147237,0.119605
2076.97,0.0258,2.832,7.077,0.124633,0.149959,0.14996,0.271126,0.091924,0.105036,0.105036,0.206282,0.053811,0.060074,0.060074,0.104747,0.5265,0.61489,0.229197,0.14867,0.093766,0.073019,0.052111,0.044553,0.031574
2334.88,0.0738,1.78,4.55,0.185839,0.214362,0.214406,0.396613,0.127915,0.151278,0.15128,0.260374,0.06868,0.086076,0.086093,0.173988,1.0594,1.171149,0.440533,0.268834,0.187815,0.125188,0.103988,0.072622,0.064057
1561.32,0.0933,0.904,6.355,0.135164,0.162335,0.162429,0.354086,0.097461,0.114564,0.114613,0.183135,0.057803,0.064571,0.064573,0.10791,1.0584,1.206827,0.454734,0.258161,0.160223,0.112556,0.086382,0.07674,0.060785
979.42,0.1132,2.153,2.47,0.25375,0.296492,0.296983,0.594205,0.176599,0.207645,0.208,0.436586,0.095703,0.116435,0.116523,0.224728,1.7081,1.867381,0.666617,0.360758,0.268414,0.19627,0.131468,0.115536,0.100217
1382.24,0.0587,1.677,2.072,0.093524,0.108126,0.108126,0.224578,0.063332,0.075526,0.075528,0.134876,0.038634,0.043391,0.043399,0.071335,0.5597,0.624748,0.211428,0.130578,0.099369,0.063968,0.052081,0.039372,0.030778
2561.24,0.1083,0.851,4.917,0.137687,0.156542,0.156543,0.292578,0.091827,0.109982,0.109984,0.206976,0.053629,0.062645,0.062645,0.110701,0.9639,0.977084,0.381876,0.236844,0.167193,0.102299,0.091908,0.070655,0.05862
1023.69,0.0416,0.957,7.809,0.075028,0.08596,0.085976,0.171491,0.052567,0.05967,0.059692,0.104236,0.029068,0.03415,0.034163,0.060747,0.436,0.494026,0.171779,0.100834,0.06967,0.047839,0.039502,0.03288,0.025096
1179.1,0.1428,1.641,3.292,0.275139,0.326127,0.326177,0.660255,0.19722,0.229868,0.229877,0.410074,0.114513,0.130991,0.131003,0.247442,2.114,2.672034,0.855608,0.489354,0.31314,0.237766,0.191259,0.147856,0.113899
2753.11,0.0426,0.703,2.639,0.03098,0.037282,0.037287,0.075258,0.021943,0.026197,0.026202,0.04137,0.01271,0.015032,0.015035,0.029784,0.213,0.199109,0.085264,0.050657,0.034449,0.025069,0.02021,0.01518,0.012707
2795.73,0.1145,0.538,7.503,0.115304,0.129264,0.129265,0.198985,0.073856,0.090381,0.090382,0.190754,0.047729,0.051717,0.051719,0.073817,0.9864,1.013732,0.368652,0.218435,0.163858,0.102128,0.082505,0.068745,0.060118
1900.37,0.0513,1.278,4.09,0.086079,0.101679,0.101713,0.203014,0.061251,0.071299,0.071313,0.130219,0.035742,0.040786,0.040795,0.069151,0.4265,0.398359,0.185366,0.092015,0.073303,0.049252,0.0402,0.033537,0.025625
1502.51,0.1341,0.873,4.668,0.169612,0.194417,0.194417,0.337325,0.115639,0.135862,0.135862,0.237523,0.070276,0.077712,0.077713,0.112351,1.4668,1.561611,0.581173,0.334191,0.211156,0.161232,0.11907,0.088946,0.073449
1848.13,0.0329,1.215,3.666,0.049637,0.058086,0.058086,0.10872,0.034678,0.041018,0.041029,0.086026,0.020533,0.023375,0.023375,0.04389,0.2523,0.276645,0.108692,0.066727,0.043113,0.028361,0.025761,0.019469,0.014728
1422.96,0.0203,1.945,7.369,0.068526,0.08291,0.082982,0.172543,0.047076,0.057345,0.057395,0.115694,0.02895,0.033016,0.033047,0.053305,0.3168,0.344091,0.134913,0.089816,0.05358,0.040584,0.02855,0.021464,0.020129
733.02,0.102,2.579,2.971,0.304579,0.343678,0.343863,0.562142,0.203351,0.245287,0.245308,0.528753,0.117301,0.140769,0.140769,0.244371,1.7721,1.88798,0.752199,0.418863,0.304725,0.194783,0.167363,0.119537,0.101202
2567.75,0.0902,2.738,7.097,0.420276,0.503728,0.503731,1.044752,0.30416,0.353505,0.353514,0.658268,0.161936,0.201905,0.201909,0.364791,1.9988,2.063682,0.791525,0.531221,0.368863,0.268235,0.15815,0.148646,0.120891
1829.55,0.1114,1.527,3.836,0.226578,0.255505,0.25553,0.481595,0.154168,0.177726,0.177728,0.284901,0.086016,0.101624,0.101627,0.20638,1.573,1.621654,0.661913,0.395916,0.264433,0.174286,0.146529,0.114309,0.081863
2355.2,0.0453,2.866,2.626,0.145078,0.162044,0.162054,0.263295,0.09944,0.113064,0.113081,0.206834,0.055858,0.064537,0.064541,0.107089,0.6411,0.796553,0.279497,0.174318,0.115091,0.077546,0.064941,0.050458,0.041409
2728.69,0.061,1.214,2.424,0.078623,0.088127,0.088129,0.14202,0.051674,0.061913,0.061915,0.131437,0.028932,0.03525,0.03525,0.069079,0.4457,0.553385,0.16731,0.115249,0.072856,0.059107,0.045174,0.033956,0.031623
1503.89,0.1151,2.036,2.025,0.227646,0.256576,0.256579,0.46363,0.154247,0.179009,0.179009,0.363879,0.084644,0.102307,0.102308,0.219531,1.1981,1.305225,0.509692,0.311983,0.170992,0.143499,0.111609,0.084065,0.062965
2461.22,0.0668,1.912,6.005,0.20446,0.239407,0.239407,0.50257,0.147653,0.167884,0.167914,0.303522,0.086005,0.096692,0.096692,0.161432,0.9077,0.907749,0.383947,0.2466,0.174795,0.12174,0.092967,0.074508,0.054641
2995.34,0.024,1.799,4.742,0.061362,0.07224,0.07224,0.153951,0.044689,0.050546,0.050546,0.085034,0.025757,0.028855,0.028855,0.052215,0.2739,0.290441,0.118262,0.070336,0.051058,0.038343,0.025835,0.022432,0.018094
1610.28,0.1298,1.008,7.253,0.237008,0.269543,0.269636,0.43308,0.165236,0.191238,0.19124,0.366355,0.094484,0.107908,0.10791,0.180109,1.6339,1.629769,0.616996,0.389568,0.253735,0.172573,0.15256,0.119055,0.081469
1644.73,0.0333,1.106,6.015,0.059672,0.069254,0.069254,0.137779,0.043674,0.048542,0.048542,0.080719,0.024721,0.027726,0.027726,0.047023,0.2945,0.325767,0.120794,0.072006,0.053376,0.038413,0.025844,0.023504,0.021029
509.72,0.0498,1.609,2.379,0.076267,0.091601,0.091802,0.204833,0.053727,0.065516,0.065624,0.115606,0.032159,0.036417,0.036417,0.063052,0.5307,0.570974,0.202127,0.129897,0.080638,0.060063,0.046555,0.037086,0.027322
1202.58,0.1254,2.529,7.829,0.543952,0.680824,0.680825,1.255203,0.428957,0.476254,0.476254,0.737146,0.218877,0.27203,0.27203,0.572184,3.1102,3.130217,1.408916,0.883138,0.434465,0.348877,0.306352,0.210815,0.177979
1091.19,0.0467,2.486,1.931,0.110309,0.125041,0.125143,0.209533,0.069762,0.087608,0.087663,0.174183,0.043679,0.048979,0.048992,0.086537,0.6325,0.780212,0.272536,0.147149,0.114108,0.075402,0.058058,0.052347,0.033357
819.97,0.073,1.809,3.121,0.156415,0.175666,0.175671,0.277899,0.106883,0.122319,0.122366,0.23161,0.058562,0.070096,0.070143,0.132229,0.9163,1.035093,0.372561,0.225083,0.158184,0.108173,0.082104,0.067519,0.053858
1306.25,0.1281,2.51,6.5,0.516419,0.632651,0.632704,1.205841,0.407974,0.43783,0.438097,0.715071,0.219634,0.248415,0.248645,0.412181,3.0486,3.383087,1.162023,0.792598,0.455378,0.342353,0.267122,0.198634,0.174463
1472.63,0.0398,1.986,2.085,0.076852,0.088277,0.088277,0.1411,0.051046,0.061791,0.061791,0.11618,0.028705,0.034635,0.034648,0.060498,0.3841,0.413961,0.162084,0.088196,0.066541,0.048461,0.030647,0.026482,0.020439
766.73,0.0975,1.765,6.186,0.292233,0.332651,0.33282,0.632563,0.198396,0.229955,0.23001,0.392858,0.109633,0.130529,0.130539,0.237891,1.8365,1.967491,0.732024,0.412863,0.307441,0.195259,0.152936,0.131188,0.10212
2396.55,0.1264,1.074,7.249,0.236999,0.280418,0.280418,0.483671,0.170708,0.196115,0.196115,0.380519,0.098932,0.112166,0.112166,0.193953,1.464,1.596625,0.652278,0.372681,0.233419,0.163626,0.126469,0.108476,0.087979
1908.59,0.0479,1.016,3.776,0.063515,0.07233,0.072352,0.124418,0.044247,0.051127,0.051131,0.106132,0.024413,0.028971,0.02898,0.049687,0.3823,0.4208,0.150641,0.077739,0.068348,0.042811,0.035391,0.026253,0.021231
1484.79,0.1489,0.783,1.475,0.089234,0.108695,0.108698,0.208031,0.063433,0.076103,0.076106,0.148343,0.036036,0.043352,0.043355,0.081053,0.9883,1.061324,0.374764,0.22693,0.166258,0.114232,0.07804,0.057483,0.052268
1846.18,0.1425,2.689,5.74,0.612783,0.706535,0.706746,1.190592,0.401635,0.498583,0.49883,1.005237,0.257083,0.281909,0.281996,0.425547,3.2476,3.426306,1.287942,0.818521,0.567922,0.411246,0.322318,0.236822,0.209165
1273.67,0.0476,1.025,3.438,0.062864,0.068979,0.069068,0.119988,0.043988,0.049183,0.049205,0.095686,0.024293,0.027655,0.027681,0.04391,0.4005,0.434872,0.166497,0.097162,0.062857,0.042303,0.033774,0.028508,0.023392
1647.88,0.1006,1.96,1.287,0.142532,0.171676,0.171676,0.351976,0.10985,0.120193,0.120193,0.185443,0.062836,0.068663,0.068663,0.101901,1.0794,1.182519,0.440955,0.253829,0.191898,0.127336,0.096958,0.083943,0.061351
2406.26,0.1091,0.634,1.038,0.043061,0.054085,0.054086,0.106644,0.031684,0.037847,0.037847,0.081438,0.018289,0.021653,0.021653,0.041972,0.53,0.523442,0.212057,0.125195,0.079091,0.059002,0.047624,0.033305,0.029799
1848.4,0.132,1.972,5.776,0.435527,0.483459,0.48368,0.853568,0.294304,0.33643,0.336462,0.567706,0.166358,0.191496,0.191528,0.383772,2.3387,2.689803,0.966826,0.582157,0.382141,0.264085,0.215046,0.170767,0.145001
989.81,0.046,2.349,5.893,0.171872,0.197944,0.198009,0.364795,0.127744,0.14391,0.143914,0.244066,0.065181,0.080925,0.080984,0.153294,0.9123,1.04144,0.368893,0.206576,0.152969,0.109381,0.07689,0.071812,0.047546
1745.02,0.0461,2.64,7.897,0.227959,0.261527,0.261548,0.477935,0.162647,0.18418,0.184244,0.341014,0.087131,0.10426,0.104273,0.185433,1.1202,1.356321,0.481951,0.268998,0.19248,0.139619,0.100811,0.076391,0.066167
2631.18,0.0631,0.824,2.339,0.050661,0.060702,0.060707,0.127388,0.037349,0.042855,0.042865,0.081171,0.021285,0.024475,0.024479,0.044612,0.3952,0.416522,0.165867,0.084509,0.064216,0.050807,0.035192,0.025878,0.023908
1840.63,0.0828,0.527,5.296,0.064269,0.077673,0.077704,0.134475,0.046285,0.053432,0.053434,0.091693,0.027185,0.030817,0.030823,0.054361,0.5755,0.687396,0.227274,0.140904,0.098574,0.057949,0.048373,0.038427,0.032735
2385.65,0.134,2.837,1.853,0.35409,0.396782,0.39679,0.738099,0.23531,0.27784,0.277844,0.529073,0.144799,0.158538,0.158542,0.284759,2.4199,2.583785,0.909376,0.63367,0.386024,0.272227,0.193488,0.152117,0.151635
998.43,0.0597,2.279,1.508,0.119676,0.128903,0.129017,0.189778,0.08322,0.090487,0.090506,0.13582,0.041427,0.052396,0.052397,0.099389,0.7465,0.812473,0.309578,0.183027,0.111876,0.090224,0.066456,0.05334,0.040889
2785.79,0.0286,1.019,6.19,0.050416,0.055565,0.055566,0.087381,0.035036,0.038797,0.038797,0.061224,0.018751,0.022406,0.022407,0.038451,0.2325,0.23663,0.108542,0.052984,0.043674,0.029568,0.020701,0.016615,0.013529
2610.07,0.0887,0.727,7.008,0.112047,0.130796,0.130808,0.234164,0.071386,0.091423,0.091434,0.17445,0.044679,0.052435,0.052444,0.089828,0.7815,0.806711,0.339579,0.200748,0.118593,0.093629,0.06352,0.051918,0.05255
1989.48,0.1276,2.549,1.667,0.256601,0.321351,0.321368,0.6029,0.201201,0.227855,0.227935,0.446724,0.110805,0.130147,0.130194,0.244469,1.7033,1.968579,0.611938,0.411941,0.287728,0.175735,0.152365,0.115671,0.095333
1905.02,0.1179,0.814,7.615,0.181613,0.201128,0.20123,0.337758,0.126185,0.141701,0.14175,0.249547,0.068374,0.081348,0.081366,0.144397,1.3371,1.55874,0.537226,0.322687,0.208845,0.167406,0.110404,0.098606,0.072762
2357.33,0.1484,0.742,2.654,0.118447,0.137701,0.13772,0.255264,0.085747,0.096386,0.096398,0.167579,0.049179,0.055072,0.055076,0.089925,1.1027,1.234602,0.457251,0.25814,0.164142,0.123952,0.104342,0.081009,0.059254
1654.5,0.1123,1.689,7.968,0.348924,0.412135,0.41214,0.723706,0.238361,0.287457,0.287458,0.569782,0.150717,0.164361,0.164361,0.272378,1.807,1.87848,0.710186,0.459876,0.287418,0.232146,0.178663,0.133022,0.116505
2523.14,0.0383,2.47,6.876,0.164772,0.190889,0.190892,0.363191,0.110695,0.131882,0.131902,0.273851,0.0652,0.075892,0.075899,0.148386,0.7195,0.884446,0.279409,0.199248,0.132544,0.091374,0.067202,0.058292,0.046584
1286.96,0.0507,1.366,1.268,0.050055,0.059066,0.059129,0.118734,0.037182,0.042646,0.042646,0.078336,0.021073,0.024002,0.024023,0.044365,0.3784,0.44716,0.154024,0.077387,0.055233,0.040975,0.032872,0.025066,0.023031
1024.19,0.0365,1.097,2.38,0.041469,0.047602,0.047609,0.084945,0.029516,0.033441,0.033442,0.067657,0.015549,0.018833,0.018842,0.033962,0.266,0.285744,0.112848,0.062204,0.043858,0.031885,0.02229,0.019448,0.016285
1189.04,0.072,1.316,1.807,0.079057,0.098269,0.098269,0.190983,0.059959,0.068475,0.068478,0.113851,0.034457,0.039164,0.039165,0.069363,0.6353,0.65203,0.27061,0.142756,0.104308,0.064628,0.055105,0.041871,0.037161
1461.14,0.1483,1.941,3.954,0.369919,0.43828,0.438446,0.851183,0.270558,0.307428,0.307509,0.544354,0.154659,0.175625,0.175659,0.289153,2.5069,2.616679,1.039913,0.579758,0.366001,0.282058,0.205676,0.177433,0.127297
1616.76,0.0642,1.688,1.416,0.078308,0.097208,0.097256,0.207062,0.057965,0.069831,0.069831,0.145855,0.034948,0.039219,0.039233,0.071061,0.5465,0.597042,0.207148,0.11964,0.084067,0.059759,0.049347,0.04132,0.033647
2871.83,0.1075,1.387,6.677,0.265111,0.294944,0.294945,0.516097,0.185819,0.207301,0.20731,0.315127,0.106524,0.11821,0.118213,0.188113,1.3224,1.302687,0.545965,0.357015,0.231755,0.159745,0.124378,0.120828,0.08658
1399.7,0.0637,1.13,4.01,0.094097,0.1124,0.112507,0.233013,0.068881,0.077378,0.077399,0.125777,0.038708,0.04453,0.044565,0.077029,0.6537,0.662359,0.272028,0.173729,0.096228,0.073455,0.062718,0.044647,0.036533
2520.02,0.0321,2.94,1.21,0.071026,0.079847,0.079848,0.131241,0.047239,0.055893,0.055894,0.096763,0.029057,0.031871,0.031872,0.048074,0.3263,0.37144,0.139085,0.079762,0.05703,0.044692,0.030623,0.024911,0.018738
1611.14,0.1474,2.865,2.377,0.419252,0.498166,0.49834,0.883755,0.313608,0.352727,0.352729,0.57745,0.170341,0.200432,0.200455,0.340679,2.7531,3.205781,1.152827,0.653715,0.457706,0.295812,0.240873,0.198777,0.153257
1713.83,0.0561,2.227,5.515,0.183802,0.22394,0.223951,0.432014,0.139619,0.159126,0.159167,0.26486,0.083866,0.090023,0.090024,0.131178,0.879,1.026187,0.365679,0.231194,0.143752,0.101395,0.08512,0.070382,0.050884
1532.19,0.0578,1.817,3.249,0.118391,0.144303,0.14431,0.27506,0.086514,0.102485,0.102525,0.161019,0.051,0.057596,0.057596,0.09397,0.6783,0.798119,0.295576,0.171377,0.116206,0.080097,0.061303,0.048883,0.034594
537.87,0.0338,0.627,2.81,0.024663,0.0282,0.028219,0.045791,0.016852,0.019306,0.019386,0.035494,0.008742,0.01074,0.010806,0.01843,0.1995,0.23715,0.083527,0.048719,0.027117,0.021462,0.015347,0.01286,0.011435
2621.88,0.0811,1.128,6.031,0.151895,0.172225,0.172267,0.301998,0.102593,0.119897,0.1199,0.196109,0.0593,0.068313,0.068313,0.125802,0.8227,0.997546,0.327686,0.186334,0.134787,0.101789,0.082119,0.061692,0.053048
2293.0,0.1299,2.948,4.601,0.558916,0.62824,0.628314,1.202484,0.364872,0.43834,0.438354,0.763131,0.199218,0.249813,0.249814,0.490577,2.9885,3.089162,1.21185,0.776365,0.509636,0.334839,0.25687,0.228068,0.167969
1565.56,0.1022,2.922,1.82,0.271478,0.309789,0.309961,0.547053,0.198276,0.218287,0.218308,0.333381,0.111328,0.123347,0.123432,0.205879,1.4451,1.739872,0.639045,0.352893,0.251007,0.16249,0.130237,0.1063,0.07522
1587.49,0.0754,2.237,6.687,0.290021,0.332361,0.332452,0.642197,0.21002,0.237233,0.237242,0.429383,0.116665,0.133566,0.133653,0.238096,1.4693,1.747252,0.611369,0.393021,0.25494,0.186369,0.133214,0.109563,0.085799
2374.34,0.1087,2.795,3.898,0.393665,0.46258,0.462583,0.81844,0.257852,0.323734,0.323737,0.673755,0.166367,0.183909,0.183922,0.265113,1.966,2.243847,0.8462,0.453451,0.375556,0.240496,0.189417,0.155708,0.115098
714.86,0.1085,1.948,1.163,0.152396,0.171758,0.172113,0.26308,0.110697,0.12309,0.123193,0.194424,0.060523,0.070544,0.070567,0.129411,1.1363,1.186198,0.430541,0.232237,0.198867,0.122475,0.09038,0.084637,0.060861
2518.33,0.0315,2.861,4.492,0.132504,0.14679,0.146796,0.240828,0.087404,0.103039,0.103039,0.210157,0.052622,0.058456,0.058462,0.102472,0.5257,0.608816,0.223788,0.133449,0.098126,0.069208,0.055594,0.042533,0.033156
